Position, Company, Location, Job Type, URL
AI Researcher, OAO Limited, Hong Kong Science Park New Territories, $22000 a month, https://www.indeed.com/company/OAO-Limited/jobs/Researcher-fefb823e21202db7?fccid=16d1fd42f1f5abdb&vjs=3
Account Executive / Account Manager (IT Solutions), Oursky Limited, Remote in Hong Kong, None, https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_WhMMFkiKaXzBV1s_y2UbJxRgndNmPxCoYobGrx-Txq0hDdgKQKTV4cU1j0cEmADhLNZJ2-FJme6pA7SeJazSqD0i3vgBqQImN_1kfmaU6TbmCKwiq1Ll_UF38KU9V6_rulMUNIeL7kPLJAhA-XtPJnW5tFu-yfpEXTYYAV9yhwsalU4yGA4V1gnPARRKusQCB3OBRSpt55R4zb4Ypja2X9Erot20PEOo_1a4Oq3-HxuLpDPWV1F0Tc8jcOs_4MqrXoe66-zVsGIkJYwuey24aUeIAAqi2dYWJjFjloDJDSKKzwt9L1kbhQr5qs_h6tf-MmSWkIkoCcVNc0Sg8DPtZH5m2Mh8luy1hbed3g2OTQQCiLX5j9SwApoyUqXWE9jCO_3dbKXh2NfTmHcpFZmXzSo60QcWcyNQIu4G_qDnTvxwEvE5fL-m3Xr2-Z1quihXk6bBgnO2dWUVgfiie9A_fgxywr_9zdU2E53nMXq-ar-mZJcSHNUtPWkuGd77KMxbCA5aOkg0J_LWFVGK8qXHKyZPV7IwBdLpJbARIZ9BkjirXXnolB0RkUBTZEWsFzKRcIbN43JUajQIQrSkLyOzkn9MwWz6jSGUHIkMGW8oZzLzxXgpsUglULvpKAaqoj4SbZrPQ_WK_d7gyfD_FiDTZNn-eTdVIKwuTsAMRXim_flcAUKb5nx-KcE=&xkcb=SoDy-_M3LY9kjFxYGp0BbzkdCdPP&p=10&fvj=0&vjs=3
Analyst Programmer / Programmer (Fresh graduate Welcome), Laputa Technologies Limited, Remote in Kowloon Bay Kowloon, $20000 - $35000 a month, https://www.indeed.com/company/Laputa-Technologies-Limited/jobs/New-Graduate-22f1da1e2a0ed2f7?fccid=2d521ad79f08ffa8&vjs=3
Data Scientist / Big Data Engineer (Fresh Graduate and Interim Welcome), Neuron Digital, Hong Kong Science Park New Territories, $20000 - $24000 a month, https://www.indeed.com/company/Neuron-Digital/jobs/New-Graduate-695a4b0a16884cd7?fccid=ceb1c0b0d382b54d&vjs=3
Senior Manager OTC Structure Products Operations, Haitong International Management Services Company..., Hong Kong, None, https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_WhMMFkiKaXzBV1s_y2UbJxTdDy2WvyTFGs6GNRaT2dcfd6tBRTEuki5Jngb3yfjsYQp1YGkU073toeJrDg1Nq9T2FJtXgVchF0BMAjTj3Od6-P0wOefITsVgZfSEj3etj1R6qx_KpFiHsapTwelOFU5X7nOIavqy4DGeGHXnzXC8Br2xGRl5i-W9V8vu-UEgxFQhtmglCnzhUo97yeLEKCKAaHgMn9y4afh6CV7mHf72qNtX8a6hps72Yp3o11Ek9WIBcE8-H6vYSnQ9_tZ_I6-dDlWOcl3lRQjrR6JwLPoD2-LdTJBTvexbktixF1W0Z7-idCKeueq_13zRvZq_nDjXtXreHTihuSWP7FlGKpl3h61qYJ1j__7c4QkSX2zc5-yikuVZ1yJndUA_JhpMCI9-fxvor_l1Fc9smsfzSm-1fPraUkgEpRrWe72ifeHt1s8h7p8eBgMCBKiQUIYGEMFSmKVB29J_4UdUEqc7a96XXkmvQrFvtTq38GDMT6tgwZTcG453FbCczHu7Uz0CvULyvVG_dDp-HF_hHv9IsYOGKNJ64evc25JdNBRUbSL_h5N78VTmIRaLNKeLWWkg_0A_XKcykA2iEOqdt17sSBbkY3mYsitH2JLRar3otFhn1ceGLZj-HnwO0GQvZUrmro9-qTFW-pqwG4RDJmejlzuvpsghbGYEqvE=&xkcb=SoB8-_M3LY9kjFxYGp0GbzkdCdPP&p=13&fvj=0&vjs=3
Graduate Data Scientist, Chef Digital Limited, Remote in Cyberport Hong Kong Island, $18000 - $30000 a month, https://www.indeed.com/company/Chef-Digital-Limited/jobs/Data-Scientist-cbc6986790cb6933?fccid=6b4c4348dfed2bd0&vjs=3
Crypto Trader, SilverStrand Executive Search Limited, Hong Kong, $70000 - $105000 a month, https://www.indeed.com/rc/clk?jk=06bd2e8ea3e42196&fccid=9566ab9e06b393ab&vjs=3
Junior Data Scientist x 1, Pacific Careers, Hong Kong, $25500 a month, https://www.indeed.com/rc/clk?jk=b21ac5c5989a662f&fccid=8aa104e7f8db0cd3&vjs=3
Structurer Munich Re Markets APAC, Munich Re, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=717f27973e2d2b03&fccid=d4448c192a012f32&vjs=3
DevOps â€“ In House Financial Solution Technology Company, BAH Partners, Hong Kong, $50000 - $70000 a month, https://www.indeed.com/rc/clk?jk=590f661b73a98da4&fccid=031fcbd781d7a179&vjs=3
Research Associate(s) / Research Assistant(s), Protabolis Limited, Central Hong Kong Island, $18000 - $23000 a month, https://www.indeed.com/company/Protabolis-Limited/jobs/Research-Associate-436bba1d83390efc?fccid=bc8d60c892b20e6f&vjs=3
Multiple C++ Developer Opportunities, BAH Partners, Hong Kong, $600000 - $1600000 a year, https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bj-xBWVmzs7UIwFa-9Zm6MwNuQFkwLehssDYDaWnvIcVXYUBz_xUrOHE2hQwEOYk52Iw9uIvmHz27vCXyBsjbp5k-_TNh0YxHrpil0ss-nakughrScNmB4KYpzpG3vI_acWVBxoL73Oj3rAU_693jJe7KfpIcacgUF4s91Lw57oimPfcITmia0PMQEihImc6wtcOK3fsR7-SVhTTzMUJPoa5xeFj6Gs67l21dlQrFizjoICo4c30AiQLNREDjppU-OtGTFoUy7gOzCQxXwbGtiHorsn1UxIQ8_mk16kh_C8BPFuKd1OJZdVf6qFKV1JJXTuqMuKgHX64HasuWuoqhDbwLdJcHFHobuGtxt6geruMoB-K1ZmQ_s7gHS0Vhd3qaNFf0OKT8Mv-aRMwRqQOUaGqDlL6_NFbR-ACeVuxPlw4jZKveii7pgt2Kzm85lFFTgHu6ov5P73JoxnsxICbrttBrknONEb1y5_MMVOzyUtHpwIXRhepppvrmeneUjjrbq3x6FTaa5WBL3jUQMhIuiDhNsnrdUGUFBHewl_dQJcvyNNkOskn6D2rOGuBfsnrp082JLHdx-dMP-Njjq3w6aQea-ysmwC4cWSiniR7sfOguvDDOgvDQh65mGfzjA-q4wa6gmZUccnkQ99_RsMO056RyzJ1_8totv8wkcEggVBHHtycjUeovjEqikGSklgCN_STohu7aee6TeQYzs9ewGiq5GSk4CyvQct43nWRF8qBJFp-LG4od_jnOJ6Ew_tsTQa3qG74z3olWHRjXSIKw3HXxo7Gz7HSA=&xkcb=SoAt-_M3LY9kdsTUlJ0ObzkdCdPP&p=5&fvj=0&vjs=3
Programmer-HK Science Park (5-day work/15-20K), IT-RecruitHK, Hong Kong, $25000 - $30000 a month, https://www.indeed.com/rc/clk?jk=f24592e90e7ca2da&fccid=45e92b5b982fb821&vjs=3
Assistant Director - Data and Insight, McDonald's, Hong Kong, Permanent, https://www.indeed.com/rc/clk?jk=c05185a7da731dbd&fccid=f753bb1a40104d82&vjs=3
Analyst to VP Application Support (L1/L2) x 2 - Tier 1 Investment Bank (SQL Python Equities), TEKsystems Hong Kong, Hong Kong, None, https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_WhMMFkiKaXzBV1s_y2UbJxRjrQsvJjAxpcDZyxgj3_alyGbNo1GJTW15G3rFnWh5gptsvJpxOD-gs6_FDhEMXGD7_6Dn5uV8n9q_YDmKHb8r7vPL83ovPu49qQ5Xjx3nl-Ar_szie_XGK6i4JTfPx0PftcopZ7KQKaKyjnAl8x0V1CTmfwDP89xDhSGzBvhnoftcZ6bPASQrfsvDjLiz67y4RQ8Ip2Oz0pJbdzQ11VvVLxt8WYUFJaiQVaZnckAOUZ6sX1WwmsmytSDlROVgIOc74ZF8z-YskTKG6smcpi0yt00TyLSTGpxVPI1qJcGhmkpFpmwI1PI3etuYPmILBjxIIWxU9L5AzvHsTu6kUxKFYv6BTSVMMIv9jwKTs546C8xg-OxHo8v_uL6i7WYcyY-ubgfQFK-dBEdv32867l9yYWpj1G9Y-R8T78xrycQiXFZrvfOlMu705qLp4GXGVYCBQ-CCKmYBY2d_htrPtUsNgXFdsBomqCHNSr_bOUueG7IDNinDJuRz0TO-9lTfxI_fMxD7OIDO0sRIDGjxNOx2gRFkR5bD61lawc48XquJl1DKPBVHALzeUlqKkzmySJTaF89AUASKXhYTO6vfjvZXVvTfRkvqOo4GErxJrS5XtaqiHtzx_-kA6CSymrkSpMuwOFZ7PmH3w-LdMoO4lCnfL-QDhyR04fvlChevUEcjDw==&xkcb=SoDt-_M3LY9kdsTUlJ0DbzkdCdPP&p=8&fvj=0&vjs=3
Pricing Analyst, Zurich Insurance, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=82a3b525ee90b64c&fccid=40f6e1ba1aac8472&vjs=3
Data Developers - SQL x 1, Pacific Careers, None, $25500 a month, https://www.indeed.com/rc/clk?jk=42221c811d5c5db0&fccid=8aa104e7f8db0cd3&vjs=3
Quant Researcher (CPG), Michael Page, Hong Kong, $40000 - $60000 a month, https://www.indeed.com/rc/clk?jk=ba776d960b161358&fccid=77087bd1709a8148&vjs=3
Research Assistant [Appointment period: twelve months], College of Professional and Continuing Education, Hung Hom Kowloon, Contract, https://www.indeed.com/rc/clk?jk=5bcd0f44ebe14a99&fccid=239d5f4d62e8688f&vjs=3
Research Assistants / Research Associates / Post-doctoral Fellows (Machine Learning and Quantitative Investment) – several positions, The Hong Kong University of Science and Technology, Clear Water Bay New Territories, N/A, https://www.indeed.com/rc/clk?jk=c2ccde07ad799f3d&fccid=4650d78f3d4a16d3&vjs=3
Junior Web / Mobile App Developer, Oursky Limited, Remote in Cheung Sha Wan Kowloon, $22000 - $28800 a month, https://www.indeed.com/company/Oursky-Limited/jobs/Application-Developer-95b71c02fcfc04c9?fccid=5b952a748c17cf77&vjs=3
Data & Analytics Intern, AIA, Hong Kong, Full-time, https://www.indeed.com/rc/clk?jk=ec062e0f82d993d1&fccid=004041685e219574&vjs=3
Data Analyst, Protiviti, Wan Chai District Hong Kong Island, $30000 a month, https://www.indeed.com/rc/clk?jk=0329e39e6843dd83&fccid=d14e08fd6f4e5ebf&vjs=3
Algorithm Development Engineer, Neuvix Intelligent Technoligy (HK) Co. Ltd, Sha Tin New Territories, $20000 a month, https://www.indeed.com/company/Neuvix-Intelligent-Technoligy-(HK)-Co.-Ltd/jobs/Algorithm-Engineer-898fbc47d4c5398d?fccid=f9d3468965e16b08&vjs=3
Technical Business Analyst (IAM) (Bank) - IC, Classy Wheeler, Sha Tin New Territories, $28000 - $35000 a month, https://www.indeed.com/rc/clk?jk=0115980b428b218d&fccid=7e57982cb894da40&vjs=3
Research Assistant I/II (Four posts), The Education University of Hong Kong, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=e04b23e614f11720&fccid=637535c2e63ccdbf&vjs=3
Data Engineer, XGATE, Sha Tin New Territories, N/A, https://www.indeed.com/rc/clk?jk=6211a9246dfac16b&fccid=6c40616ffcca1ce7&vjs=3
Financial Technology Intern, TS Imagine, Hong Kong, Internship, https://www.indeed.com/rc/clk?jk=9530e88f21e9a5fd&fccid=b6fa77b4565b9bca&vjs=3
Algorithm Developer, Crimson Vision Technology, Hong Kong Science Park New Territories, N/A, https://www.indeed.com/rc/clk?jk=734f2f0e77c9e1aa&fccid=9cd10c3636cbc064&vjs=3
AI/Data Engineering Researcher, Theyta Limited, Hong Kong, $20000 a month, https://www.indeed.com/company/Theyta-Limited/jobs/Data-Engineer-065e4ff783536161?fccid=9a5471fbb62fbef4&vjs=3
Artificial Intelligence experts, DESCAMPSTECHNOLOGY, Hong Kong, Permanent, https://www.indeed.com/rc/clk?jk=a03c7402879fd07d&fccid=1ad62762c592235d&vjs=3
Marketing Analyst, Midland Holdings Limited, Central Hong Kong Island, $20000 - $25000 a month, https://www.indeed.com/company/Midland-Holdings/jobs/Marketing-Analyst-5b5c69f2d14ee384?fccid=225a051761f1a7d2&vjs=3
APP & System Developer (Full-time/Freelance/Part-time), one point design limited, Remote in Remote, $80 - $200 an hour, https://www.indeed.com/company/one-point-design-limited/jobs/Application-Developer-cef9f289e3f5257d?fccid=488d82ea7ceed5e4&vjs=3
Research Assistant (Software Engineering), The Hong Kong University of Science and Technology, Clear Water Bay New Territories, N/A, https://www.indeed.com/rc/clk?jk=9225f2e6247f70a4&fccid=4650d78f3d4a16d3&vjs=3
Senior Actuarial Analyst Project and IFRS 17 Actuarial, FWD Life Insurance Company (Bermuda) Limited, Hong Kong, None, https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_WhMMFkiKaXzBV1s_y2UbJxT1uO1mFZhOhynsbV-wpXYfnhNB0z_pXbOTHkRNouyOe-72aUVVEYgSJR1GQFFxCrkJ9RITSQ7IKcYigXdqBDjYhCXEozzXDxe4BviumrRIW7Ua7lec1AWuS_bBdzXHOc6O6mQZRXVGnI5ELcwXY_PLB-fZf3D09fb8lzR4EAs4MHujTx_zMrEgK51s1ImduHCEQha8Y_gL-79fXTQB-fjF425DhxHlETyyKE1Snm5El0gRPYEcEinCAWEKZ1tON1OeifsK7c_R-ImwwpbRfH4ptKHOvTL9VMlg38O15Ki-1mdQblZW5NtjdE7a6hwW6UZKYmYQu3DbDIf3Sh1zfVHiduk7GOJXA9zwek6gWYx1CD3UU6WABv-6qhW3cm2QOxZ7Ui6JXYj16DI7G9YX0sTl_PAs4taODdrlPRz7-PBzTQ1w2jT_t2A5UHViyAn7hxZ-0xp-IXBIOAIhH_tIe3shJsJBmt6wl0mjj2MF4J7T_OcSPHbaHFUWLtjpSOLsU_v20QHuOlJ2sonVefL2vYnV_yYWAhFgikR609zYdHO5KtmhapZAakc0-tgYyAQQAlROzS6u4uvCWPA9eEiPNeqnh6OgeGJircOkGiTj7FOAZmeZ6_ccSnkstH0_gR8B_-QupDEXbEREOaqMXMg-yDrVbeLEuWzvf0c_0GT11Au0Lw==&xkcb=SoBI-_M3LY9j2JRYA50GbzkdCdPP&p=13&fvj=0&vjs=3
NLP & LLM Researcher, Willingly Education Limited, Sha Tin New Territories, $20000 - $30000 a month, https://www.indeed.com/company/Willingly-Education-Limited/jobs/Researcher-d699a41a20901420?fccid=8c85be5b45063385&vjs=3
AI Research, SAVVI, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=0aab8a9d861c1aa0&fccid=6cf443934c07f942&vjs=3
Assistant Market Analyst, PCCW Global, Hong Kong, Full-time, https://www.indeed.com/rc/clk?jk=fc311ad6185c2561&fccid=0a0f173197921f5c&vjs=3
IT Auditor, John Swire & Sons, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=84b46c9880fdab60&fccid=3b90bcb1f35f0043&vjs=3
Junior Programmer (Welcome Fresh Graduates), Seamatch Asia, Hong Kong, Fresh graduate, https://www.indeed.com/rc/clk?jk=4226b0f11bcd0649&fccid=f4b6db984c9a7118&vjs=3
Financial / Business / Data Analyst - Financial Services (Open to Perm/Part-time) - Excellent role, Lauris Walton, Hong Kong, Part-time, https://www.indeed.com/rc/clk?jk=7509fa7e5dfb6b32&fccid=a29f693028cbd004&vjs=3
Data Engineer (Perm Up to 45K Latest tech & strong IT Team), JustOneGalaxy Recruitment, Sha Tin New Territories, $25000 - $45000 a month, https://www.indeed.com/company/JustOneGalaxy/jobs/Data-Engineer-dbab1d9e104eaaa1?fccid=b2d8975fb1e10a18&vjs=3
Business Intelligence/ Data Analyst (9-5:30 workProject & Tech rotations!), JustOneGalaxy Recruitment, Kwun Tong Kowloon, $15000 - $40000 a month, https://www.indeed.com/company/JustOneGalaxy/jobs/Business-Intelligence-Analyst-1e17af5e00ee2c7c?fccid=b2d8975fb1e10a18&vjs=3
Quant Researcher - Hong Kong, Selby Jennings, Hong Kong, Permanent, https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bj-xBWVmzs7UIwFa-9Zm6MwNuQFkwLehssDYDaWnvIcVXYUBz_xUrOUB76wTrVfoIzXaqbyYJuVU2wno2KQeFaurpxd7mGRXzJ2JcxZvz0ezZbTXY22vwMwfZ6QwvVM4Pfl3MurXnuTjqMfhrw8OrMNq5XPvhXvx3JIer1EMYI6swPqTU4S9rNc0D6M31z2VW2dU0eWPh8Ik6TpLNZ94Cg_qvMlaIBBNkUCZLPOKIs1o1zsicSFrOocRo8GLPCg1KF0mugAwDEKJI09xWCI3iTbaIM49QKKOjYIC0Eb1cRwDdCUVnzpzttlSw3nBSKDWSd1evd1TCNjK39Yn9JrsZ3Xm1jrqOz8cb1nkwwnTTFfaUPItX5jbZwe_eSPK0ZGikV7ewNVMC8UwGE15LcTMRpoJnVB46C0ArkihYE1fMJj5aTTwQBVcEonqsaicxdvneFv71YGZNYPq23Lhu0_FRRr2JEyuKrBZX35WhGTyJ5n-LZeE7qtBa5hLwS5NlVNo1PkmH7ARRYx_4Rx-oFTO1SkEz-7PEKvOJCzZ4-QKduxViAB8jxW2euMasoHXF4F7hqY4bgbdULLn5rHHFYn5kLEAhkwk33iyyhZFTE0FSYan4hgMOqdQWp5LxqtEbgbDVDG4Q_cs5aFMkFIIZFqs6ltQTqCSY_sOgQ-vw95wOkf3-6J_VsRRfJnGJhpCXhZ-pWMPFnG_NsJ5oVpz2KKisnpOuKUjdQrW_55qZG7u_TsvS9tyB9QaPOqkddYp5F--1F61oYa69vxIHn9USO0LFs&xkcb=SoD5-_M3LY9jg7RYGp0MbzkdCdPP&p=7&fvj=0&vjs=3
Crypto Quantitative Trader, Nautilus Technology, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=2c010b8e1306aadc&fccid=6a667a6cbbfdafd7&vjs=3
Data Scientist, Velocity Business Solutions, Kwun Tong Kowloon, N/A, https://www.indeed.com/rc/clk?jk=b8831184df822436&fccid=efd7de95de9bd69d&vjs=3
SENIOR EXECUTIVE DATA ANALYTICS, PUMA, None, N/A, https://www.indeed.com/rc/clk?jk=48c7466f88b13ddc&fccid=2f6f2e23480ffded&vjs=3
Programmer (Summer Internship) (Ref: CPII2023-024), TR at CUHK, Sha Tin New Territories, Internship, https://www.indeed.com/company/TR-at-CUHK/jobs/Intern-67a71719ad341dd2?fccid=703573c7c72f70de&vjs=3
Term Assistant Lecturer (WorldSkills Competition – Mobile Robotics), Hong Kong Institute of Vocational Education, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=ecdc9d62b3fc2e06&fccid=5ed00cfe3c549d41&vjs=3
Information Technology Officer in the College Office, UOW College Hong Kong (“UOWCHK”), Tai Wai New Territories, N/A, https://www.indeed.com/rc/clk?jk=116e47ed801aaa3a&fccid=b72527c6f78316d7&vjs=3
Senior Developer (Remote) - IC, Classy Wheeler, Remote, N/A, https://www.indeed.com/rc/clk?jk=4ad5426ef7322764&fccid=7e57982cb894da40&vjs=3
Senior Developer (Remote) - IC, Classy Wheeler, Remote, N/A, https://www.indeed.com/rc/clk?jk=4ad5426ef7322764&fccid=7e57982cb894da40&vjs=3
Term Assistant Lecturer (WorldSkills Competition – Mobile Robotics), Hong Kong Institute of Vocational Education, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=ecdc9d62b3fc2e06&fccid=5ed00cfe3c549d41&vjs=3
Information Technology Officer in the College Office, UOW College Hong Kong (“UOWCHK”), Tai Wai New Territories, N/A, https://www.indeed.com/rc/clk?jk=116e47ed801aaa3a&fccid=b72527c6f78316d7&vjs=3
Fund Operation Associate (focus on Fund Accounting), China Life Franklin Asset Management, None, N/A, https://www.indeed.com/rc/clk?jk=f1628737c2aa95d4&fccid=93c1df79c32e7f5e&vjs=3
Hong Kong | Freelance Coding Instructors for Adult Learners, Preface Technopreneur Limited, Causeway Bay Hong Kong Island, Freelance, https://www.indeed.com/rc/clk?jk=74265126caf4e504&fccid=76d073e40b35a887&vjs=3
Teaching Associate, Sci-Union Technology, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=dbbc7b63045f79f0&fccid=e14e33274b0a3684&vjs=3
Trainee Programmer (Odoo), Quick IT Support, Causeway Bay Hong Kong Island, Fresh graduate, https://www.indeed.com/rc/clk?jk=8f435afbb18c0172&fccid=1e5b1cf6c3c1d652&vjs=3
Hedge Fund Operations Analyst (Big 4 Candidates welcome), Funds Partnership Asia, Hong Kong, Permanent, https://www.indeed.com/rc/clk?jk=286619fb5c0f0d1c&fccid=173791b13242d489&vjs=3
General Developer, Silicon Valley Associates Recruitment (Hong Kong), Wan Chai Hong Kong Island, $480000 a year, https://www.indeed.com/rc/clk?jk=98ac4d7cb04b53a0&fccid=dd616958bd9ddc12&vjs=3
IT Officer (e-Content Development) in the Research and E-Learning Unit, HKU School of Professional and Continuing..., Pok Fu Lam Hong Kong Island, $34280 - $59935 a month, https://www.indeed.com/rc/clk?jk=205fb0a8cd7b868d&fccid=eff165e52a926ffa&vjs=3
Instructional Assistant / Teaching Associate, The Hong Kong University of Science and Technology, Clear Water Bay New Territories, N/A, https://www.indeed.com/rc/clk?jk=599352176074bd35&fccid=4650d78f3d4a16d3&vjs=3
Big Data Engineer, Bamboo Technologies Limited, Hong Kong, $50000 - $60000 a month, https://www.indeed.com/company/Bamboo-Technologies-Limited/jobs/Data-Engineer-3c05831bdc6119fd?fccid=383d72379424be15&vjs=3
Technical Analyst (Business Intelligent), Classy Wheeler, Sha Tin New Territories, $25000 - $33000 a month, https://www.indeed.com/rc/clk?jk=661978bb4285674c&fccid=7e57982cb894da40&vjs=3
Senior Python Engineer, Zühlke, Hong Kong, Permanent, https://www.indeed.com/rc/clk?jk=d1c3735130fd5ea7&fccid=1f0be0d62aa51b7e&vjs=3
Lead Data Scientist, Cathay Pacific, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=e97aff47d5db7a72&fccid=db1582c344bff845&vjs=3
Junior Programmer, Futurus Career Partners Limited, North Point Hong Kong Island, $15000 - $25000 a month, https://www.indeed.com/company/Futurus-Career-Partners-Limited/jobs/Programmer-f057b90f0910fa5b?fccid=cd5cd7848884a7a7&vjs=3
Quantitative Analyst - HK Hedge Fund, Anton Murray Consulting, Hong Kong, Permanent, https://www.indeed.com/rc/clk?jk=d27fa59cf96e3972&fccid=f23308cafac7f4e6&vjs=3
Software Engineer (Generative AI), Nefertiti, Remote in Hong Kong, $25000 - $30000 a month, https://www.indeed.com/company/Nefertiti/jobs/Software-Engineer-84023739d57bc2dc?fccid=5b3962027997d7fc&vjs=3
Operational Risk Manager - Second Line, Société Générale, Hong Kong, None, https://www.indeed.com/rc/clk?jk=5a3d3cb1ee5673f1&fccid=df6948c9b8da6236&vjs=3
Research Assistant I/II (several posts), Hong Kong University, Pok Fu Lam Hong Kong Island, Full-time, https://www.indeed.com/rc/clk?jk=6bd1a37abbe61590&fccid=4101b27de861d291&vjs=3
Summer 2023 Weekday Coding Instructors for ScratchJr Scratch Minecraft HTML & CSS JS Python Roblox and Temi, Preface Technopreneur Limited, Causeway Bay Hong Kong Island, N/A, https://www.indeed.com/rc/clk?jk=e5aa5457880aa256&fccid=76d073e40b35a887&vjs=3
IT & Cybersecurity Developer, Hoplite Technology, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=edda8f8832072da8&fccid=d2938aa2245a57c0&vjs=3
Senior System Administrator / System Administrator (Ref:CRi/SA), Commercial Radio Hong Kong, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=af0a6364e12dee07&fccid=3cb87d8899b63688&vjs=3
Data Engineer (BigData), Hoplite Technology, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=6475a53ba155ecb1&fccid=d2938aa2245a57c0&vjs=3
AVP/Associate - Data Science & Optimization Engineer - Innovation & Data Lab, Hong Kong Exchanges and Clearing Limited, Hong Kong, Permanent, https://www.indeed.com/rc/clk?jk=365663f21f96bcde&fccid=031fcbd781d7a179&vjs=3
Data Scientist, PCCW Global, Hong Kong, Full-time, https://www.indeed.com/rc/clk?jk=e880050e3e40a2da&fccid=0a0f173197921f5c&vjs=3
Graduate Data Scientist, Arup, Hong Kong, Fresh graduate, https://www.indeed.com/rc/clk?jk=a1bf6c4e95f6fd67&fccid=38c0d5e4f2a99768&vjs=3
Asset Management - Chief Data Office - Associate, JPMorgan Chase & Co, Hong Kong, Full-time, https://www.indeed.com/rc/clk?jk=5f313674c25dbbe9&fccid=c46d0116f6e69eae&vjs=3
Programmer/Analyst Programmer-HK Science Park (15-20K), IT-RecruitHK, Hong Kong, $25000 - $30000 a month, https://www.indeed.com/rc/clk?jk=cdc30bb87c1b8957&fccid=45e92b5b982fb821&vjs=3
Research Assistant / Research Associate / Post-doctoral Fellow (2 positions), The Hong Kong University of Science and Technology, Clear Water Bay New Territories, Full-time, https://www.indeed.com/rc/clk?jk=d896b1f457c2504c&fccid=4650d78f3d4a16d3&vjs=3
2024 APAC Long Internship (Jan - Jun) – ALM Treasury – Hong Kong, BNP Paribas, Hong Kong, Internship, https://www.indeed.com/rc/clk?jk=0b52283112cbf7c5&fccid=1392500f835bba92&vjs=3
Assistant Manager – Graduate Engineer (Digitalisation), Hong Kong Monetary Authority, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=f717de867caf7b48&fccid=9eed6e9b60d39326&vjs=3
Full Stack Engineer, DoraHacks, Remote in Hong Kong, Full-time, https://www.indeed.com/rc/clk?jk=984772b6adff0b7b&fccid=1b23decf43f1d75d&vjs=3
Onsite with APPLE - Business Analyst/ Junior Data Analyst (15-25k) (PT/FT), Manpower, Causeway Bay Hong Kong Island, $100 an hour, https://www.indeed.com/rc/clk?jk=3ecf3e919da07227&fccid=1a17983a910f73d8&vjs=3
Python Data Framework Researcher, Theyta Limited, Hong Kong, $20000 a month, https://www.indeed.com/company/Theyta-Limited/jobs/Researcher-c3e9833f42407d1f?fccid=9a5471fbb62fbef4&vjs=3
Integration Engineer 2, PayPal, Wan Chai Hong Kong Island, Full-time, https://www.indeed.com/rc/clk?jk=5428928d358abdeb&fccid=978d9fd9799d55a8&vjs=3
Instructor II, Hong Kong Baptist University, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=fdd32a47d0dbc925&fccid=81fd938cb6919dd1&vjs=3
Research Scientist, Fano Labs Limited, New Territories, $40000 - $50000 a month, https://www.indeed.com/rc/clk?jk=b5ccc90f2075921f&fccid=ddc555a748c553e9&vjs=3
Senior Software Engineer (Fintech), Classy Wheeler, Sheung Wan Hong Kong Island, $25000 - $35000 a month, https://www.indeed.com/rc/clk?jk=4f67b1692a08f68b&fccid=7e57982cb894da40&vjs=3
Research Scientist, EMOS, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=869f12af3c64eba4&fccid=9ec69c933ff3b4ee&vjs=3
Assistant Fraud Analytics Manager - Hang Seng Bank (HK), HSBC, Mong Kok Kowloon, None, https://www.indeed.com/rc/clk?jk=6bcc560d8e284612&fccid=04c9b139c84ea1b5&vjs=3
Contract Actuarial Automation Developer, Prudential plc, Hong Kong, Full-time, https://www.indeed.com/rc/clk?jk=bd74ef67f81e5069&fccid=a88b8a0fd9c24f34&vjs=3
Vice President - Market & Quantitative Risk - Clearing Risk Management - Operations, Hong Kong Exchanges and Clearing Limited, Hong Kong, Permanent, https://www.indeed.com/rc/clk?jk=620d685fd6ec1da1&fccid=031fcbd781d7a179&vjs=3
